benchmark_id,sequence_id,step,net,type,insertion_sequence,delta_test_coverage,status
subckt_0020,structural:subckt_0020:00,32,__aig_not_12702,CP0,"[{""net"":""__buf_split_7025"",""type"":""CP1""},{""net"":""new_n5599"",""type"":""CP1""},{""net"":""__aig_not_12684"",""type"":""CP0""},{""net"":""new_n5600"",""type"":""CP1""},{""net"":""new_n9467"",""type"":""CP1""},{""net"":""new_n5580"",""type"":""CP1""},{""net"":""__buf_split_7027"",""type"":""CP1""},{""net"":""new_n9466"",""type"":""CP1""},{""net"":""__aig_and_12694"",""type"":""CP1""},{""net"":""new_n5596"",""type"":""CP1""},{""net"":""__aig_not_12754"",""type"":""CP0""},{""net"":""new_n5598"",""type"":""CP1""},{""net"":""__aig_not_11921"",""type"":""CP0""},{""net"":""__aig_not_12738"",""type"":""CP0""},{""net"":""new_n5578"",""type"":""CP1""},{""net"":""__aig_not_12709"",""type"":""CP0""},{""net"":""__aig_and_12677"",""type"":""CP1""},{""net"":""__buf_split_7496"",""type"":""CP1""},{""net"":""__buf_split_7467"",""type"":""CP0""},{""net"":""new_n5589"",""type"":""CP1""},{""net"":""__aig_not_12747"",""type"":""CP0""},{""net"":""__buf_split_7515"",""type"":""CP1""},{""net"":""__buf_split_7510"",""type"":""CP1""},{""net"":""new_n5587"",""type"":""CP1""},{""net"":""new_n5595"",""type"":""CP1""},{""net"":""__aig_not_12681"",""type"":""CP0""},{""net"":""__aig_not_12710"",""type"":""CP0""},{""net"":""__buf_split_7516"",""type"":""CP1""},{""net"":""__buf_split_7488"",""type"":""CP0""},{""net"":""__aig_and_12746"",""type"":""CP1""},{""net"":""__buf_split_7513"",""type"":""CP1""},{""net"":""__aig_not_12702"",""type"":""CP0""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,1,new_n82076_,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,2,new_n83301_,CP0,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,3,new_n48567_,OP,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,4,__buf_split_13489,OP,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,5,__buf_split_13984,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,6,__buf_split_37776,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,7,new_n83283_,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,8,ys__n17526,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,9,new_n48730_,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,10,new_n50722_,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,11,__buf_split_13483,OP,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,12,new_n61176_,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,13,new_n48563_,OP,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""},{""net"":""new_n48563_"",""type"":""OP""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,14,new_n50747_,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""},{""net"":""new_n48563_"",""type"":""OP""},{""net"":""new_n50747_"",""type"":""CP1""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,15,__buf_split_13991,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""},{""net"":""new_n48563_"",""type"":""OP""},{""net"":""new_n50747_"",""type"":""CP1""},{""net"":""__buf_split_13991"",""type"":""CP1""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,16,new_n48573_,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""},{""net"":""new_n48563_"",""type"":""OP""},{""net"":""new_n50747_"",""type"":""CP1""},{""net"":""__buf_split_13991"",""type"":""CP1""},{""net"":""new_n48573_"",""type"":""CP1""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,17,new_n47863_,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""},{""net"":""new_n48563_"",""type"":""OP""},{""net"":""new_n50747_"",""type"":""CP1""},{""net"":""__buf_split_13991"",""type"":""CP1""},{""net"":""new_n48573_"",""type"":""CP1""},{""net"":""new_n47863_"",""type"":""CP1""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,18,__buf_split_37791,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""},{""net"":""new_n48563_"",""type"":""OP""},{""net"":""new_n50747_"",""type"":""CP1""},{""net"":""__buf_split_13991"",""type"":""CP1""},{""net"":""new_n48573_"",""type"":""CP1""},{""net"":""new_n47863_"",""type"":""CP1""},{""net"":""__buf_split_37791"",""type"":""CP1""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,19,new_n47876_,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""},{""net"":""new_n48563_"",""type"":""OP""},{""net"":""new_n50747_"",""type"":""CP1""},{""net"":""__buf_split_13991"",""type"":""CP1""},{""net"":""new_n48573_"",""type"":""CP1""},{""net"":""new_n47863_"",""type"":""CP1""},{""net"":""__buf_split_37791"",""type"":""CP1""},{""net"":""new_n47876_"",""type"":""CP1""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,20,__buf_split_13493,OP,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""},{""net"":""new_n48563_"",""type"":""OP""},{""net"":""new_n50747_"",""type"":""CP1""},{""net"":""__buf_split_13991"",""type"":""CP1""},{""net"":""new_n48573_"",""type"":""CP1""},{""net"":""new_n47863_"",""type"":""CP1""},{""net"":""__buf_split_37791"",""type"":""CP1""},{""net"":""new_n47876_"",""type"":""CP1""},{""net"":""__buf_split_13493"",""type"":""OP""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,21,new_n48571_,OP,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""},{""net"":""new_n48563_"",""type"":""OP""},{""net"":""new_n50747_"",""type"":""CP1""},{""net"":""__buf_split_13991"",""type"":""CP1""},{""net"":""new_n48573_"",""type"":""CP1""},{""net"":""new_n47863_"",""type"":""CP1""},{""net"":""__buf_split_37791"",""type"":""CP1""},{""net"":""new_n47876_"",""type"":""CP1""},{""net"":""__buf_split_13493"",""type"":""OP""},{""net"":""new_n48571_"",""type"":""OP""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,22,new_n48601_,OP,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""},{""net"":""new_n48563_"",""type"":""OP""},{""net"":""new_n50747_"",""type"":""CP1""},{""net"":""__buf_split_13991"",""type"":""CP1""},{""net"":""new_n48573_"",""type"":""CP1""},{""net"":""new_n47863_"",""type"":""CP1""},{""net"":""__buf_split_37791"",""type"":""CP1""},{""net"":""new_n47876_"",""type"":""CP1""},{""net"":""__buf_split_13493"",""type"":""OP""},{""net"":""new_n48571_"",""type"":""OP""},{""net"":""new_n48601_"",""type"":""OP""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,23,new_n50732_,CP0,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""},{""net"":""new_n48563_"",""type"":""OP""},{""net"":""new_n50747_"",""type"":""CP1""},{""net"":""__buf_split_13991"",""type"":""CP1""},{""net"":""new_n48573_"",""type"":""CP1""},{""net"":""new_n47863_"",""type"":""CP1""},{""net"":""__buf_split_37791"",""type"":""CP1""},{""net"":""new_n47876_"",""type"":""CP1""},{""net"":""__buf_split_13493"",""type"":""OP""},{""net"":""new_n48571_"",""type"":""OP""},{""net"":""new_n48601_"",""type"":""OP""},{""net"":""new_n50732_"",""type"":""CP0""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,24,__buf_split_13484,OP,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""},{""net"":""new_n48563_"",""type"":""OP""},{""net"":""new_n50747_"",""type"":""CP1""},{""net"":""__buf_split_13991"",""type"":""CP1""},{""net"":""new_n48573_"",""type"":""CP1""},{""net"":""new_n47863_"",""type"":""CP1""},{""net"":""__buf_split_37791"",""type"":""CP1""},{""net"":""new_n47876_"",""type"":""CP1""},{""net"":""__buf_split_13493"",""type"":""OP""},{""net"":""new_n48571_"",""type"":""OP""},{""net"":""new_n48601_"",""type"":""OP""},{""net"":""new_n50732_"",""type"":""CP0""},{""net"":""__buf_split_13484"",""type"":""OP""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,25,__buf_split_37790,OP,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""},{""net"":""new_n48563_"",""type"":""OP""},{""net"":""new_n50747_"",""type"":""CP1""},{""net"":""__buf_split_13991"",""type"":""CP1""},{""net"":""new_n48573_"",""type"":""CP1""},{""net"":""new_n47863_"",""type"":""CP1""},{""net"":""__buf_split_37791"",""type"":""CP1""},{""net"":""new_n47876_"",""type"":""CP1""},{""net"":""__buf_split_13493"",""type"":""OP""},{""net"":""new_n48571_"",""type"":""OP""},{""net"":""new_n48601_"",""type"":""OP""},{""net"":""new_n50732_"",""type"":""CP0""},{""net"":""__buf_split_13484"",""type"":""OP""},{""net"":""__buf_split_37790"",""type"":""OP""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,26,new_n50751_,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""},{""net"":""new_n48563_"",""type"":""OP""},{""net"":""new_n50747_"",""type"":""CP1""},{""net"":""__buf_split_13991"",""type"":""CP1""},{""net"":""new_n48573_"",""type"":""CP1""},{""net"":""new_n47863_"",""type"":""CP1""},{""net"":""__buf_split_37791"",""type"":""CP1""},{""net"":""new_n47876_"",""type"":""CP1""},{""net"":""__buf_split_13493"",""type"":""OP""},{""net"":""new_n48571_"",""type"":""OP""},{""net"":""new_n48601_"",""type"":""OP""},{""net"":""new_n50732_"",""type"":""CP0""},{""net"":""__buf_split_13484"",""type"":""OP""},{""net"":""__buf_split_37790"",""type"":""OP""},{""net"":""new_n50751_"",""type"":""CP1""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,27,__buf_split_13992,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""},{""net"":""new_n48563_"",""type"":""OP""},{""net"":""new_n50747_"",""type"":""CP1""},{""net"":""__buf_split_13991"",""type"":""CP1""},{""net"":""new_n48573_"",""type"":""CP1""},{""net"":""new_n47863_"",""type"":""CP1""},{""net"":""__buf_split_37791"",""type"":""CP1""},{""net"":""new_n47876_"",""type"":""CP1""},{""net"":""__buf_split_13493"",""type"":""OP""},{""net"":""new_n48571_"",""type"":""OP""},{""net"":""new_n48601_"",""type"":""OP""},{""net"":""new_n50732_"",""type"":""CP0""},{""net"":""__buf_split_13484"",""type"":""OP""},{""net"":""__buf_split_37790"",""type"":""OP""},{""net"":""new_n50751_"",""type"":""CP1""},{""net"":""__buf_split_13992"",""type"":""CP1""}]",0.0,ok
subckt_0362,structural:subckt_0362:00,28,new_n48574_,CP1,"[{""net"":""new_n82076_"",""type"":""CP1""},{""net"":""new_n83301_"",""type"":""CP0""},{""net"":""new_n48567_"",""type"":""OP""},{""net"":""__buf_split_13489"",""type"":""OP""},{""net"":""__buf_split_13984"",""type"":""CP1""},{""net"":""__buf_split_37776"",""type"":""CP1""},{""net"":""new_n83283_"",""type"":""CP1""},{""net"":""ys__n17526"",""type"":""CP1""},{""net"":""new_n48730_"",""type"":""CP1""},{""net"":""new_n50722_"",""type"":""CP1""},{""net"":""__buf_split_13483"",""type"":""OP""},{""net"":""new_n61176_"",""type"":""CP1""},{""net"":""new_n48563_"",""type"":""OP""},{""net"":""new_n50747_"",""type"":""CP1""},{""net"":""__buf_split_13991"",""type"":""CP1""},{""net"":""new_n48573_"",""type"":""CP1""},{""net"":""new_n47863_"",""type"":""CP1""},{""net"":""__buf_split_37791"",""type"":""CP1""},{""net"":""new_n47876_"",""type"":""CP1""},{""net"":""__buf_split_13493"",""type"":""OP""},{""net"":""new_n48571_"",""type"":""OP""},{""net"":""new_n48601_"",""type"":""OP""},{""net"":""new_n50732_"",""type"":""CP0""},{""net"":""__buf_split_13484"",""type"":""OP""},{""net"":""__buf_split_37790"",""type"":""OP""},{""net"":""new_n50751_"",""type"":""CP1""},{""net"":""__buf_split_13992"",""type"":""CP1""},{""net"":""new_n48574_"",""type"":""CP1""}]",0.0,ok
