* Log file for the circuit autoresearch/deeptpi_table2_restored_bench/max_aig.bench.
N813 /1 undetected
N2671 /1 undetected
N6972 /1 undetected
N811 /1 undetected
N2669 /1 undetected
N2667 /1 undetected
N7777 /1 undetected
N2666 /1 undetected
N6975 /1 undetected
N814 /1 undetected
N2656 /1 undetected
N2654 /1 undetected
N2653 /1 undetected
N7772 /1 undetected
N2651 /1 undetected
N2649 /1 undetected
N2648 /1 undetected
N7514 /1 undetected
N992 /1 undetected
N2646 /1 undetected
N7520 /1 undetected
N994 /1 undetected
N2644 /1 undetected
N7774 /1 undetected
N2642 /1 undetected
N7526 /1 undetected
N996 /1 undetected
N2641 /1 undetected
N7508 /1 undetected
N990 /1 undetected
N2639 /1 undetected
N2637 /1 undetected
N7771 /1 undetected
N2636 /1 undetected
N7773 /1 undetected
N2633 /1 undetected
N7523 /1 undetected
N997 /1 undetected
N2626 /1 undetected
N2624 /1 undetected
N2623 /1 undetected
N7768 /1 undetected
N2621 /1 undetected
N2619 /1 undetected
N6990 /1 undetected
N817 /1 undetected
N2617 /1 undetected
N6981 /1 undetected
N816 /1 undetected
N2615 /1 undetected
N7770 /1 undetected
N2613 /1 undetected
N2611 /1 undetected
N7002 /1 undetected
N821 /1 undetected
N2609 /1 undetected
N6996 /1 undetected
N819 /1 undetected
N2607 /1 undetected
N2605 /1 undetected
N7769 /1 undetected
N2604 /1 undetected
N6999 /1 undetected
N822 /1 undetected
N2594 /1 undetected
N2592 /1 undetected
N2591 /1 undetected
N7764 /1 undetected
N2589 /1 undetected
N2587 /1 undetected
N2586 /1 undetected
N7020 /1 undetected
N827 /1 undetected
N2584 /1 undetected
N7026 /1 undetected
N829 /1 undetected
N2582 /1 undetected
N7766 /1 undetected
N2580 /1 undetected
N7005 /1 undetected
N824 /1 undetected
N2579 /1 undetected
N7014 /1 undetected
N825 /1 undetected
N2577 /1 undetected
N2575 /1 undetected
N7763 /1 undetected
N2574 /1 undetected
N7765 /1 undetected
N2571 /1 undetected
N7008 /1 undetected
N823 /1 undetected
N2564 /1 undetected
N2562 /1 undetected
N2561 /1 undetected
N7760 /1 undetected
N2559 /1 undetected
N2557 /1 undetected
N7038 /1 undetected
N833 /1 undetected
N2555 /1 undetected
N7032 /1 undetected
N831 /1 undetected
N2553 /1 undetected
N7762 /1 undetected
N2551 /1 undetected
N2549 /1 undetected
N7050 /1 undetected
N837 /1 undetected
N2547 /1 undetected
N7044 /1 undetected
N835 /1 undetected
N2545 /1 undetected
N2543 /1 undetected
N7761 /1 undetected
N2542 /1 undetected
N7047 /1 undetected
N838 /1 undetected
N2532 /1 undetected
N2530 /1 undetected
N2529 /1 undetected
N7756 /1 undetected
N2527 /1 undetected
N2525 /1 undetected
N2524 /1 undetected
N7490 /1 undetected
N984 /1 undetected
N2522 /1 undetected
N7496 /1 undetected
N986 /1 undetected
N2520 /1 undetected
N7758 /1 undetected
N2518 /1 undetected
N7502 /1 undetected
N988 /1 undetected
N2517 /1 undetected
N7484 /1 undetected
N982 /1 undetected
N2515 /1 undetected
N2513 /1 undetected
N7755 /1 undetected
N2512 /1 undetected
N7757 /1 undetected
N2509 /1 undetected
N7499 /1 undetected
N989 /1 undetected
N2502 /1 undetected
N2500 /1 undetected
N2499 /1 undetected
N7752 /1 undetected
N2497 /1 undetected
N2495 /1 undetected
N7062 /1 undetected
N841 /1 undetected
N2493 /1 undetected
N7053 /1 undetected
N840 /1 undetected
N2491 /1 undetected
N7754 /1 undetected
N2489 /1 undetected
N2487 /1 undetected
N7074 /1 undetected
N845 /1 undetected
N2485 /1 undetected
N7068 /1 undetected
N843 /1 undetected
N2483 /1 undetected
N2481 /1 undetected
N7753 /1 undetected
N2480 /1 undetected
N7071 /1 undetected
N846 /1 undetected
N2470 /1 undetected
N2468 /1 undetected
N2466 /1 undetected
N2465 /1 undetected
N7083 /1 undetected
N850 /1 undetected
N2463 /1 undetected
N7080 /1 undetected
N847 /1 undetected
N2461 /1 undetected
N2459 /1 undetected
N2458 /1 undetected
N2457 /1 undetected
N7086 /1 undetected
N849 /1 undetected
N2455 /1 undetected
N7092 /1 undetected
N851 /1 undetected
N2453 /1 undetected
N7750 /1 undetected
N2451 /1 undetected
N7478 /1 undetected
N980 /1 undetected
N2450 /1 undetected
N2448 /1 undetected
N7749 /1 undetected
N2447 /1 undetected
N7475 /1 undetected
N981 /1 undetected
N2443 /1 undetected
N2441 /1 undetected
N2440 /1 undetected
N2439 /1 undetected
N2438 /1 undetected
N7740 /1 undetected
N2436 /1 undetected
N2434 /1 undetected
N7104 /1 undetected
N855 /1 undetected
N2432 /1 undetected
N7098 /1 undetected
N853 /1 undetected
N2430 /1 undetected
N7742 /1 undetected
N2428 /1 undetected
N2426 /1 undetected
N7110 /1 undetected
N857 /1 undetected
N2424 /1 undetected
N7116 /1 undetected
N859 /1 undetected
N2422 /1 undetected
N7744 /1 undetected
N2420 /1 undetected
N7122 /1 undetected
N861 /1 undetected
N2419 /1 undetected
N7746 /1 undetected
N2417 /1 undetected
N2415 /1 undetected
N2414 /1 undetected
N7128 /1 undetected
N863 /1 undetected
N2412 /1 undetected
N7134 /1 undetected
N865 /1 undetected
N2410 /1 undetected
N7748 /1 undetected
N2408 /1 undetected
N7140 /1 undetected
N867 /1 undetected
N2407 /1 undetected
N2405 /1 undetected
N7745 /1 undetected
N2404 /1 undetected
N7747 /1 undetected
N2403 /1 undetected
N7137 /1 undetected
N868 /1 undetected
N2382 /1 undetected
N2380 /1 undetected
N2379 /1 undetected
N2378 /1 undetected
N2377 /1 undetected
N7732 /1 undetected
N2360 /1 undetected
N2358 /1 undetected
N2357 /1 undetected
N7442 /1 undetected
N968 /1 undetected
N2355 /1 undetected
N7448 /1 undetected
N970 /1 undetected
N2353 /1 undetected
N7734 /1 undetected
N2351 /1 undetected
N7454 /1 undetected
N972 /1 undetected
N2350 /1 undetected
N7433 /1 undetected
N967 /1 undetected
N2375 /1 undetected
N7738 /1 undetected
N2371 /1 undetected
N2369 /1 undetected
N2368 /1 undetected
N7460 /1 undetected
N974 /1 undetected
N2366 /1 undetected
N7472 /1 undetected
N978 /1 undetected
N2364 /1 undetected
N7730 /1 undetected
N2362 /1 undetected
N7430 /1 undetected
N964 /1 undetected
N2373 /1 undetected
N7736 /1 undetected
N2361 /1 undetected
N7466 /1 undetected
N976 /1 undetected
N2348 /1 undetected
N2346 /1 undetected
N7737 /1 undetected
N2328 /1 undetected
N7729 /1 undetected
N2325 /1 undetected
N7427 /1 undetected
N965 /1 undetected
N2323 /1 undetected
N2321 /1 undetected
N2320 /1 undetected
N2319 /1 undetected
N7724 /1 undetected
N2317 /1 undetected
N7170 /1 undetected
N877 /1 undetected
N2316 /1 undetected
N2315 /1 undetected
N7720 /1 undetected
N2313 /1 undetected
N2311 /1 undetected
N7152 /1 undetected
N871 /1 undetected
N2309 /1 undetected
N7143 /1 undetected
N870 /1 undetected
N2307 /1 undetected
N7722 /1 undetected
N2305 /1 undetected
N2303 /1 undetected
N7158 /1 undetected
N873 /1 undetected
N2301 /1 undetected
N7164 /1 undetected
N875 /1 undetected
N2299 /1 undetected
N7726 /1 undetected
N2297 /1 undetected
N2295 /1 undetected
N2294 /1 undetected
N7176 /1 undetected
N879 /1 undetected
N2292 /1 undetected
N7182 /1 undetected
N881 /1 undetected
N2290 /1 undetected
N7728 /1 undetected
N2288 /1 undetected
N7188 /1 undetected
N883 /1 undetected
N2287 /1 undetected
N2285 /1 undetected
N7725 /1 undetected
N2284 /1 undetected
N7727 /1 undetected
N2283 /1 undetected
N7185 /1 undetected
N884 /1 undetected
N2262 /1 undetected
N2260 /1 undetected
N2259 /1 undetected
N2258 /1 undetected
N2257 /1 undetected
N2256 /1 undetected
N7710 /1 undetected
N2254 /1 undetected
N7394 /1 undetected
N952 /1 undetected
N2253 /1 undetected
N7388 /1 undetected
N950 /1 undetected
N2251 /1 undetected
N7712 /1 undetected
N2249 /1 undetected
N2247 /1 undetected
N7400 /1 undetected
N954 /1 undetected
N2245 /1 undetected
N7406 /1 undetected
N956 /1 undetected
N2243 /1 undetected
N7714 /1 undetected
N2241 /1 undetected
N7418 /1 undetected
N960 /1 undetected
N2240 /1 undetected
N7716 /1 undetected
N2238 /1 undetected
N2236 /1 undetected
N2235 /1 undetected
N7424 /1 undetected
N962 /1 undetected
N2233 /1 undetected
N7412 /1 undetected
N958 /1 undetected
N2231 /1 undetected
N7718 /1 undetected
N2229 /1 undetected
N7191 /1 undetected
N886 /1 undetected
N2228 /1 undetected
N2226 /1 undetected
N7715 /1 undetected
N2225 /1 undetected
N2224 /1 undetected
N7717 /1 undetected
N2219 /1 undetected
N7194 /1 undetected
N885 /1 undetected
N2221 /1 undetected
N7197 /1 undetected
N888 /1 undetected
N2200 /1 undetected
N2198 /1 undetected
N2196 /1 undetected
N2194 /1 undetected
N2193 /1 undetected
N7206 /1 undetected
N889 /1 undetected
N2191 /1 undetected
N7212 /1 undetected
N891 /1 undetected
N2189 /1 undetected
N2187 /1 undetected
N2186 /1 undetected
N7209 /1 undetected
N892 /1 undetected
N2184 /1 undetected
N7215 /1 undetected
N894 /1 undetected
N2182 /1 undetected
N2180 /1 undetected
N2179 /1 undetected
N7218 /1 undetected
N893 /1 undetected
N2177 /1 undetected
N7224 /1 undetected
N895 /1 undetected
N2175 /1 undetected
N2173 /1 undetected
N2172 /1 undetected
N7221 /1 undetected
N896 /1 undetected
N2170 /1 undetected
N7227 /1 undetected
N898 /1 undetected
N2168 /1 undetected
N2166 /1 undetected
N2165 /1 undetected
N7379 /1 undetected
N949 /1 undetected
N2163 /1 undetected
N7230 /1 undetected
N897 /1 undetected
N2161 /1 undetected
N2159 /1 undetected
N2158 /1 undetected
N7382 /1 undetected
N948 /1 undetected
N2156 /1 undetected
N7376 /1 undetected
N946 /1 undetected
N2154 /1 undetected
N2152 /1 undetected
N2151 /1 undetected
N7373 /1 undetected
N947 /1 undetected
N2149 /1 undetected
N7236 /1 undetected
N899 /1 undetected
N2147 /1 undetected
N2145 /1 undetected
N2144 /1 undetected
N7233 /1 undetected
N900 /1 undetected
N2142 /1 undetected
N7239 /1 undetected
N902 /1 undetected
N2140 /1 undetected
N2138 /1 undetected
N2137 /1 undetected
N7242 /1 undetected
N901 /1 undetected
N2135 /1 undetected
N7248 /1 undetected
N903 /1 undetected
N2133 /1 undetected
N2131 /1 undetected
N2130 /1 undetected
N7245 /1 undetected
N904 /1 undetected
N2128 /1 undetected
N7251 /1 undetected
N906 /1 undetected
N2126 /1 undetected
N2124 /1 undetected
N2123 /1 undetected
N7254 /1 undetected
N905 /1 undetected
N2121 /1 undetected
N7260 /1 undetected
N907 /1 undetected
N2119 /1 undetected
N2117 /1 undetected
N2116 /1 undetected
N7257 /1 undetected
N908 /1 undetected
N2114 /1 undetected
N7263 /1 undetected
N910 /1 undetected
N2112 /1 undetected
N2110 /1 undetected
N2109 /1 undetected
N7367 /1 undetected
N945 /1 undetected
N2107 /1 undetected
N7266 /1 undetected
N909 /1 undetected
N2105 /1 undetected
N2103 /1 undetected
N2102 /1 undetected
N7370 /1 undetected
N944 /1 undetected
N2100 /1 undetected
N7364 /1 undetected
N942 /1 undetected
N2098 /1 undetected
N2096 /1 undetected
N2095 /1 undetected
N7361 /1 undetected
N943 /1 undetected
N2093 /1 undetected
N7272 /1 undetected
N911 /1 undetected
N2091 /1 undetected
N2089 /1 undetected
N2088 /1 undetected
N7269 /1 undetected
N912 /1 undetected
N2086 /1 undetected
N7275 /1 undetected
N914 /1 undetected
N2084 /1 undetected
N2082 /1 undetected
N2081 /1 undetected
N7278 /1 undetected
N913 /1 undetected
N2079 /1 undetected
N7284 /1 undetected
N915 /1 undetected
N2077 /1 undetected
N2075 /1 undetected
N2074 /1 undetected
N7287 /1 undetected
N918 /1 undetected
N2072 /1 undetected
N7281 /1 undetected
N916 /1 undetected
N2070 /1 undetected
N2068 /1 undetected
N2067 /1 undetected
N7296 /1 undetected
N919 /1 undetected
N2065 /1 undetected
N7290 /1 undetected
N917 /1 undetected
N2063 /1 undetected
N2061 /1 undetected
N2060 /1 undetected
N7299 /1 undetected
N922 /1 undetected
N2058 /1 undetected
N7293 /1 undetected
N920 /1 undetected
N2056 /1 undetected
N2054 /1 undetected
N2053 /1 undetected
N7355 /1 undetected
N941 /1 undetected
N2051 /1 undetected
N7302 /1 undetected
N921 /1 undetected
N2049 /1 undetected
N2047 /1 undetected
N2046 /1 undetected
N7358 /1 undetected
N940 /1 undetected
N2044 /1 undetected
N7352 /1 undetected
N938 /1 undetected
N2042 /1 undetected
N2040 /1 undetected
N2039 /1 undetected
N7349 /1 undetected
N939 /1 undetected
N2037 /1 undetected
N7308 /1 undetected
N923 /1 undetected
N2035 /1 undetected
N2033 /1 undetected
N2032 /1 undetected
N7305 /1 undetected
N924 /1 undetected
N2030 /1 undetected
N7311 /1 undetected
N926 /1 undetected
N2028 /1 undetected
N2026 /1 undetected
N2024 /1 undetected
N2022 /1 undetected
N2021 /1 undetected
N7343 /1 undetected
N937 /1 undetected
N2019 /1 undetected
N7337 /1 undetected
N935 /1 undetected
N2017 /1 undetected
N2015 /1 undetected
N2014 /1 undetected
N7340 /1 undetected
N934 /1 undetected
N2012 /1 undetected
N7320 /1 undetected
N927 /1 undetected
N2010 /1 undetected
N2008 /1 undetected
N2007 /1 undetected
N7317 /1 undetected
N928 /1 undetected
N2005 /1 undetected
N7334 /1 undetected
N932 /1 undetected
N2003 /1 undetected
N2001 /1 undetected
N2000 /1 undetected
N7328 /1 undetected
N930 /1 undetected
N1998 /1 undetected
N7331 /1 undetected
N933 /1 undetected
N1996 /1 undetected
N1994 /1 undetected
N7602 /1 undetected
N929 /1 undetected
N1992 /1 undetected
N7325 /1 undetected
N931 /1 undetected
N1990 /1 undetected
N7346 /1 undetected
N936 /1 undetected
N1988 /1 undetected
N7314 /1 undetected
N925 /1 undetected
N1986 /1 undetected
N7203 /1 undetected
N890 /1 undetected
N1984 /1 undetected
N7200 /1 undetected
N887 /1 undetected
N1982 /1 undetected
N7077 /1 undetected
N848 /1 undetected
N2399 /1 undetected
N2399 /0 undetected
N7743 /1 undetected
N2398 /1 undetected
N2397 /1 undetected
N7125 /1 undetected
N864 /1 undetected
N2395 /1 undetected
N7119 /1 undetected
N862 /1 undetected
N2217 /1 undetected
N2217 /0 undetected
N7713 /1 undetected
N2216 /1 undetected
N2215 /1 undetected
N7415 /1 undetected
N961 /1 undetected
N2213 /1 undetected
N7421 /1 undetected
N963 /1 undetected
N1466 /1 undetected
N1466 /0 undetected
N7642 /1 undetected
N1465 /1 undetected
N1464 /1 undetected
N6355 /1 undetected
N607 /1 undetected
N1462 /1 undetected
N6361 /1 undetected
N609 /1 undetected
N1285 /1 undetected
N1285 /0 undetected
N7612 /1 undetected
N1284 /1 undetected
N1283 /1 undetected
N6657 /1 undetected
N708 /1 undetected
N1281 /1 undetected
N6651 /1 undetected
N706 /1 undetected
N2279 /1 undetected
N2279 /0 undetected
N7723 /1 undetected
N2278 /1 undetected
N2277 /1 undetected
N7173 /1 undetected
N880 /1 undetected
N2275 /1 undetected
N7167 /1 undetected
N878 /1 undetected
N1346 /1 undetected
N1346 /0 undetected
N7622 /1 undetected
N1345 /1 undetected
N1344 /1 undetected
N6409 /1 undetected
N625 /1 undetected
N1342 /1 undetected
N6403 /1 undetected
N623 /1 undetected
N2393 /1 undetected
N2393 /0 undetected
N7741 /1 undetected
N2384 /1 undetected
N7107 /1 undetected
N858 /1 undetected
N2345 /1 undetected
N2345 /0 undetected
N7735 /1 undetected
N2338 /1 undetected
N2337 /1 undetected
N7469 /1 undetected
N979 /1 undetected
N2335 /1 undetected
N7463 /1 undetected
N977 /1 undetected
N2211 /1 undetected
N2211 /0 undetected
N7711 /1 undetected
N2202 /1 undetected
N7397 /1 undetected
N955 /1 undetected
N1460 /1 undetected
N1460 /0 undetected
N7640 /1 undetected
N1451 /1 undetected
N6343 /1 undetected
N603 /1 undetected
N1412 /1 undetected
N1412 /0 undetected
N7634 /1 undetected
N1405 /1 undetected
N1404 /1 undetected
N6705 /1 undetected
N724 /1 undetected
N1402 /1 undetected
N6699 /1 undetected
N722 /1 undetected
N1279 /1 undetected
N1279 /0 undetected
N7610 /1 undetected
N1270 /1 undetected
N6633 /1 undetected
N700 /1 undetected
N2273 /1 undetected
N2273 /0 undetected
N7721 /1 undetected
N2264 /1 undetected
N7155 /1 undetected
N874 /1 undetected
N1340 /1 undetected
N1340 /0 undetected
N7620 /1 undetected
N1331 /1 undetected
N6391 /1 undetected
N619 /1 undetected
N2392 /1 undetected
N2392 /0 undetected
N2391 /1 undetected
N7739 /1 undetected
N2388 /1 undetected
N7101 /1 undetected
N856 /1 undetected
N2386 /1 undetected
N7113 /1 undetected
N860 /1 undetected
N2344 /1 undetected
N2344 /0 undetected
N7731 /1 undetected
N2343 /1 undetected
N7733 /1 undetected
N2340 /1 undetected
N7451 /1 undetected
N973 /1 undetected
N2210 /1 undetected
N2210 /0 undetected
N2209 /1 undetected
N7709 /1 undetected
N2206 /1 undetected
N7391 /1 undetected
N953 /1 undetected
N2204 /1 undetected
N7403 /1 undetected
N957 /1 undetected
N1459 /1 undetected
N1459 /0 undetected
N1458 /1 undetected
N7638 /1 undetected
N1457 /1 undetected
N6337 /1 undetected
N601 /1 undetected
N1453 /1 undetected
N6349 /1 undetected
N605 /1 undetected
N1411 /1 undetected
N1411 /0 undetected
N7628 /1 undetected
N1410 /1 undetected
N7632 /1 undetected
N1407 /1 undetected
N6687 /1 undetected
N718 /1 undetected
N1278 /1 undetected
N1278 /0 undetected
N1277 /1 undetected
N7608 /1 undetected
N1274 /1 undetected
N6627 /1 undetected
N698 /1 undetected
N1272 /1 undetected
N6639 /1 undetected
N702 /1 undetected
N6849 /1 undetected
N772 /1 undetected
N2788 /1 undetected
N2788 /0 undetected
N7791 /1 undetected
N2787 /1 undetected
N2786 /1 undetected
N6897 /1 undetected
N788 /1 undetected
N2782 /1 undetected
N6891 /1 undetected
N786 /1 undetected
N2726 /1 undetected
N2726 /0 undetected
N7783 /1 undetected
N2725 /1 undetected
N2724 /1 undetected
N6921 /1 undetected
N796 /1 undetected
N2720 /1 undetected
N6915 /1 undetected
N794 /1 undetected
N2664 /1 undetected
N2664 /0 undetected
N7775 /1 undetected
N2663 /1 undetected
N2660 /1 undetected
N6963 /1 undetected
N810 /1 undetected
N2658 /1 undetected
N6969 /1 undetected
N812 /1 undetected
N2602 /1 undetected
N2602 /0 undetected
N7767 /1 undetected
N2601 /1 undetected
N2598 /1 undetected
N6987 /1 undetected
N818 /1 undetected
N2596 /1 undetected
N6993 /1 undetected
N820 /1 undetected
N2540 /1 undetected
N2540 /0 undetected
N7759 /1 undetected
N2539 /1 undetected
N2536 /1 undetected
N7035 /1 undetected
N834 /1 undetected
N2534 /1 undetected
N7041 /1 undetected
N836 /1 undetected
N2478 /1 undetected
N2478 /0 undetected
N7751 /1 undetected
N2477 /1 undetected
N2476 /1 undetected
N7065 /1 undetected
N844 /1 undetected
N2472 /1 undetected
N7059 /1 undetected
N842 /1 undetected
N2272 /1 undetected
N2272 /0 undetected
N7719 /1 undetected
N2271 /1 undetected
N2270 /1 undetected
N7161 /1 undetected
N876 /1 undetected
N2266 /1 undetected
N7149 /1 undetected
N872 /1 undetected
N1889 /1 undetected
N6085 /1 undetected
N1833 /1 undetected
N1833 /0 undetected
N7686 /1 undetected
N1832 /1 undetected
N1829 /1 undetected
N6127 /1 undetected
N531 /1 undetected
N1827 /1 undetected
N6133 /1 undetected
N533 /1 undetected
N1771 /1 undetected
N1771 /0 undetected
N7678 /1 undetected
N1770 /1 undetected
N1767 /1 undetected
N6151 /1 undetected
N539 /1 undetected
N1765 /1 undetected
N6157 /1 undetected
N541 /1 undetected
N1731 /1 undetected
N1731 /0 undetected
N7674 /1 undetected
N1730 /1 undetected
N1729 /1 undetected
N6205 /1 undetected
N557 /1 undetected
N1725 /1 undetected
N6199 /1 undetected
N555 /1 undetected
N1669 /1 undetected
N1669 /0 undetected
N7666 /1 undetected
N1668 /1 undetected
N1667 /1 undetected
N6229 /1 undetected
N565 /1 undetected
N1663 /1 undetected
N6223 /1 undetected
N563 /1 undetected
N1607 /1 undetected
N1607 /0 undetected
N7658 /1 undetected
N1606 /1 undetected
N1603 /1 undetected
N6271 /1 undetected
N579 /1 undetected
N1601 /1 undetected
N6277 /1 undetected
N581 /1 undetected
N1545 /1 undetected
N1545 /0 undetected
N7650 /1 undetected
N1544 /1 undetected
N1543 /1 undetected
N6301 /1 undetected
N589 /1 undetected
N1539 /1 undetected
N6295 /1 undetected
N587 /1 undetected
N1339 /1 undetected
N1339 /0 undetected
N7618 /1 undetected
N1338 /1 undetected
N1337 /1 undetected
N6397 /1 undetected
N621 /1 undetected
N1333 /1 undetected
N6385 /1 undetected
N617 /1 undetected
N2817 /1 undetected
N2817 /0 undetected
N2816 /1 undetected
N6867 /1 undetected
N778 /1 undetected
N2814 /1 undetected
N6873 /1 undetected
N780 /1 undetected
N2755 /1 undetected
N2755 /0 undetected
N2754 /1 undetected
N7529 /1 undetected
N999 /1 undetected
N2752 /1 undetected
N7535 /1 undetected
N1001 /1 undetected
N2693 /1 undetected
N2693 /0 undetected
N2692 /1 undetected
N6939 /1 undetected
N802 /1 undetected
N2690 /1 undetected
N6945 /1 undetected
N804 /1 undetected
N2631 /1 undetected
N2631 /0 undetected
N2630 /1 undetected
N7505 /1 undetected
N991 /1 undetected
N2628 /1 undetected
N7511 /1 undetected
N993 /1 undetected
N2569 /1 undetected
N2569 /0 undetected
N2568 /1 undetected
N7011 /1 undetected
N826 /1 undetected
N2566 /1 undetected
N7017 /1 undetected
N828 /1 undetected
N2507 /1 undetected
N2507 /0 undetected
N2506 /1 undetected
N7481 /1 undetected
N983 /1 undetected
N2504 /1 undetected
N7487 /1 undetected
N985 /1 undetected
N2333 /1 undetected
N2333 /0 undetected
N2332 /1 undetected
N7439 /1 undetected
N969 /1 undetected
N2330 /1 undetected
N7436 /1 undetected
N966 /1 undetected
N1862 /1 undetected
N1861 /1 undetected
N6103 /1 undetected
N1859 /1 undetected
N6109 /1 undetected
N1800 /1 undetected
N1800 /0 undetected
N1799 /1 undetected
N6765 /1 undetected
N744 /1 undetected
N1797 /1 undetected
N6771 /1 undetected
N746 /1 undetected
N1698 /1 undetected
N1698 /0 undetected
N1697 /1 undetected
N6741 /1 undetected
N736 /1 undetected
N1695 /1 undetected
N6747 /1 undetected
N738 /1 undetected
N1636 /1 undetected
N1636 /0 undetected
N1635 /1 undetected
N6247 /1 undetected
N571 /1 undetected
N1633 /1 undetected
N6253 /1 undetected
N573 /1 undetected
N1574 /1 undetected
N1574 /0 undetected
N1573 /1 undetected
N6717 /1 undetected
N728 /1 undetected
N1571 /1 undetected
N6723 /1 undetected
N730 /1 undetected
N1395 /1 undetected
N1395 /0 undetected
N1394 /1 undetected
N6675 /1 undetected
N714 /1 undetected
N1392 /1 undetected
N6672 /1 undetected
N711 /1 undetected
N1028 /1 undetected
N1028 /0 undetected
N1027 /1 undetected
N6175 /1 undetected
N547 /1 undetected
N1025 /1 undetected
N6181 /1 undetected
N549 /1 undetected
N2821 /1 undetected
N2821 /0 undetected
N6879 /1 undetected
N782 /1 undetected
N2784 /1 undetected
N2784 /0 undetected
N6885 /1 undetected
N784 /1 undetected
N2757 /1 undetected
N2757 /0 undetected
N7541 /1 undetected
N1003 /1 undetected
N2722 /1 undetected
N2722 /0 undetected
N6912 /1 undetected
N791 /1 undetected
N2697 /1 undetected
N2697 /0 undetected
N6951 /1 undetected
N806 /1 undetected
N2662 /1 undetected
N2662 /0 undetected
N6957 /1 undetected
N808 /1 undetected
N2635 /1 undetected
N2635 /0 undetected
N7517 /1 undetected
N995 /1 undetected
N2600 /1 undetected
N2600 /0 undetected
N6984 /1 undetected
N815 /1 undetected
N2573 /1 undetected
N2573 /0 undetected
N7023 /1 undetected
N830 /1 undetected
N2538 /1 undetected
N2538 /0 undetected
N7029 /1 undetected
N832 /1 undetected
N2511 /1 undetected
N2511 /0 undetected
N7493 /1 undetected
N987 /1 undetected
N2474 /1 undetected
N2474 /0 undetected
N7056 /1 undetected
N839 /1 undetected
N2445 /1 undetected
N2445 /0 undetected
N7089 /1 undetected
N852 /1 undetected
N2401 /1 undetected
N2401 /0 undetected
N7131 /1 undetected
N866 /1 undetected
N2390 /1 undetected
N2390 /0 undetected
N7095 /1 undetected
N854 /1 undetected
N2342 /1 undetected
N2342 /0 undetected
N7445 /1 undetected
N971 /1 undetected
N2327 /1 undetected
N2327 /0 undetected
N7457 /1 undetected
N975 /1 undetected
N2281 /1 undetected
N2281 /0 undetected
N7179 /1 undetected
N882 /1 undetected
N2268 /1 undetected
N2268 /0 undetected
N7146 /1 undetected
N869 /1 undetected
N2223 /1 undetected
N2223 /0 undetected
N7409 /1 undetected
N959 /1 undetected
N2208 /1 undetected
N2208 /0 undetected
N7385 /1 undetected
N951 /1 undetected
N1866 /1 undetected
N1866 /0 undetected
N6115 /1 undetected
N527 /1 undetected
N1831 /1 undetected
N1831 /0 undetected
N6121 /1 undetected
N529 /1 undetected
N1804 /1 undetected
N1804 /0 undetected
N6777 /1 undetected
N748 /1 undetected
N1769 /1 undetected
N1769 /0 undetected
N6148 /1 undetected
N536 /1 undetected
N1727 /1 undetected
N1727 /0 undetected
N6193 /1 undetected
N553 /1 undetected
N1700 /1 undetected
N1700 /0 undetected
N6753 /1 undetected
N740 /1 undetected
N1665 /1 undetected
N1665 /0 undetected
N6220 /1 undetected
N560 /1 undetected
N1638 /1 undetected
N1638 /0 undetected
N6259 /1 undetected
N575 /1 undetected
N1605 /1 undetected
N1605 /0 undetected
N6265 /1 undetected
N577 /1 undetected
N1578 /1 undetected
N1578 /0 undetected
N6729 /1 undetected
N732 /1 undetected
N1541 /1 undetected
N1541 /0 undetected
N6292 /1 undetected
N584 /1 undetected
N1512 /1 undetected
N1512 /0 undetected
N6325 /1 undetected
N597 /1 undetected
N1468 /1 undetected
N1468 /0 undetected
N6367 /1 undetected
N611 /1 undetected
N1455 /1 undetected
N1455 /0 undetected
N6331 /1 undetected
N599 /1 undetected
N1409 /1 undetected
N1409 /0 undetected
N6681 /1 undetected
N716 /1 undetected
N1399 /1 undetected
N1399 /0 undetected
N6693 /1 undetected
N720 /1 undetected
N1348 /1 undetected
N1348 /0 undetected
N6415 /1 undetected
N627 /1 undetected
N1335 /1 undetected
N1335 /0 undetected
N6382 /1 undetected
N614 /1 undetected
N1287 /1 undetected
N1287 /0 undetected
N6645 /1 undetected
N704 /1 undetected
N1276 /1 undetected
N1276 /0 undetected
N6621 /1 undetected
N696 /1 undetected
N1030 /1 undetected
N1030 /0 undetected
N6187 /1 undetected
N551 /1 undetected
