* Log file for the circuit autoresearch/deeptpi_table2_restored_bench/b21_C.bench.
   Initial random number generator seed      : 1
   Test pattern compaction Mode              : NONE 

3. Test pattern generation results
   Number of test patterns                   : 0
   Fault coverage                            : 89.765 %
   Number of collapsed faults                : 48170
   Number of identified redundant faults     : 0
   Number of aborted faults                  : 4930
   Total number of backtrackings             : 0

4. Memory used                               : 0.000 MB

5. CPU time
   Initialization                            : 0.150 Secs
   Fault simulation                          : 6.600 Secs
   FAN                                       : 0.000 Secs
   Total                                     : 6.750 Secs

* List of undetected faults:
N21765 /1 undetected
N5155 /1 undetected
N5154 /1 undetected
N14875 /1 undetected
N14840 /1 undetected
N14795 /1 undetected
N59196 /1 undetected
N41206 /1 undetected
N5923 /1 undetected
N48913 /1 undetected
N6239 /1 undetected
N7264 /1 undetected
N53167 /1 undetected
N52998 /1 undetected
N51419 /1 undetected
N15926 /1 undetected
N16044 /1 undetected
N15934 /1 undetected
N54295 /1 undetected
N2715 /1 undetected
N42777 /1 undetected
N20868 /1 undetected
N1943 /1 undetected
N1942 /1 undetected
N8848 /1 undetected
N40148 /1 undetected
N55381 /1 undetected
N8847 /1 undetected
N8839 /1 undetected
N55435 /1 undetected
N55379 /1 undetected
N46903 /1 undetected
N4001 /1 undetected
N47005 /1 undetected
N58034 /1 undetected
N46638 /1 undetected
N4009 /1 undetected
N15077 /1 undetected
N23250 /1 undetected
N15070 /1 undetected
N15069 /1 undetected
N50748 /1 undetected
N14940 /1 undetected
N15068 /1 undetected
N15067 /1 undetected
N15066 /1 undetected
N50750 /1 undetected
N14964 /1 undetected
N15065 /1 undetected
N15059 /1 undetected
N23248 /1 undetected
N23247 /1 undetected
N23246 /1 undetected
N15055 /1 undetected
N59316 /1 undetected
N14995 /1 undetected
N50776 /1 undetected
N14951 /1 undetected
N15054 /1 undetected
N59310 /1 undetected
N14994 /1 undetected
N50763 /1 undetected
N14948 /1 undetected
N15053 /1 undetected
N59361 /1 undetected
N14993 /1 undetected
N50761 /1 undetected
N14943 /1 undetected
N15046 /1 undetected
N59315 /1 undetected
N14992 /1 undetected
N23231 /1 undetected
N15045 /1 undetected
N50709 /1 undetected
N14956 /1 undetected
N15044 /1 undetected
N34192 /1 undetected
N34191 /1 undetected
N15043 /1 undetected
N15042 /1 undetected
N50779 /1 undetected
N50777 /1 undetected
N4179 /1 undetected
N6732 /1 undetected
N53099 /1 undetected
N50285 /1 undetected
N6731 /1 undetected
N54202 /1 undetected
N51482 /1 undetected
N14999 /1 undetected
N15056 /1 undetected
N59314 /1 undetected
N15050 /1 undetected
N23244 /1 undetected
N23243 /1 undetected
N59312 /1 undetected
N15049 /1 undetected
N50772 /1 undetected
N14949 /1 undetected
N15048 /1 undetected
N50770 /1 undetected
N14946 /1 undetected
N15047 /1 undetected
N59363 /1 undetected
N14996 /1 undetected
N50774 /1 undetected
N14950 /1 undetected
N14997 /1 undetected
N59317 /1 undetected
N14998 /1 undetected
N15058 /1 undetected
N50757 /1 undetected
N14963 /1 undetected
N15057 /1 undetected
N50759 /1 undetected
N14944 /1 undetected
N15003 /1 undetected
N15062 /1 undetected
N59318 /1 undetected
N15001 /1 undetected
N50691 /1 undetected
N14961 /1 undetected
N15002 /1 undetected
N15061 /1 undetected
N15060 /1 undetected
N59335 /1 undetected
N50753 /1 undetected
N15000 /1 undetected
N50689 /1 undetected
N14952 /1 undetected
N15004 /1 undetected
